calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
145,,"1. Place the soy sauce, olive oil, lemon juice, Worcestershire sauce, garlic powder, basil, parsley, and pepper in a blender. Add hot pepper sauce and garlic, if desired. Blend on high speed for 30 seconds until thoroughly mixed. 2. Pour marinade over desired type of meat. Cover, and refrigerate for up to 8 hours. Cook meat as desired.","⅓ cup soy sauce, ½ cup olive oil, ⅓ cup fresh lemon juice, ¼ cup Worcestershire sauce, 1 ½ tablespoons garlic powder, 3 tablespoons dried basil, 1 ½ tablespoons dried parsley flakes, 1 teaspoon ground white pepper, ¼ teaspoon hot pepper sauce (Optional), 1 teaspoon dried minced garlic (Optional)",Best Steak Marinade in Existence,15 mins,4.5,15 mins,https://www.allrecipes.com/recipe/143809/best-steak-marinade-in-existence/,"['soy', 'sauce', 'oil', 'lemon', 'worcestershire', 'sauce', 'garlic', 'basil', 'parsley', 'pepper', 'pepper', 'sauce', 'garlic']",veg,"['soy', 'sauce', 'oil', 'lemon', 'worcestershire', 'sauce', 'garlic', 'basil', 'parsley', 'pepper', 'pepper', 'sauce', 'garlic']"
21,6 mins,"1. Combine 1 cup water, soy sauce, brown sugar, honey, ginger, and garlic powder in a saucepan over medium heat. Cook until nearly heated through, about 1 minute. 2. Mix cornstarch and 1/4 cold water together in a cup; stir until dissolved. Add to the saucepan. Cook and stir sauce until thickened, 5 to 7 minutes.","1 cup water, ¼ cup soy sauce, 5 teaspoons packed brown sugar, 1 tablespoon honey, or more to taste, ½ teaspoon ground ginger, ¼ teaspoon garlic powder, 2 tablespoons cornstarch, ¼ cup cold water",Simple Teriyaki Sauce,5 mins,4.5,11 mins,https://www.allrecipes.com/recipe/259887/simple-teriyaki-sauce/,"['water', 'soy', 'sauce', 'sugar', 'honey', 'ginger', 'garlic', 'cornstarch', 'water']",veg,"['water', 'soy', 'sauce', 'sugar', 'honey', 'ginger', 'garlic', 'cornstarch', 'water']"
123,15 mins,"1. Preheat an oven to 425 degrees F (220 degrees C). 2. Place the asparagus into a mixing bowl, and drizzle with the olive oil. Toss to coat the spears, then sprinkle with Parmesan cheese, garlic, salt, and pepper. Arrange the asparagus onto a baking sheet in a single layer. 3. Bake in the preheated oven until just tender, 12 to 15 minutes depending on thickness. Sprinkle with lemon juice just before serving.","1 bunch thin asparagus spears, trimmed, 3 tablespoons olive oil, 1 ½ tablespoons grated Parmesan cheese (Optional), 1 clove garlic, minced (Optional), 1 teaspoon sea salt, ½ teaspoon ground black pepper, 1 tablespoon lemon juice (Optional)",Oven-Roasted Asparagus,10 mins,5.0,25 mins,https://www.allrecipes.com/recipe/214931/oven-roasted-asparagus/,"['asparagus', 'oil', 'parmesan', 'cheese', 'clove', 'garlic', 'salt', 'pepper', 'lemon']",veg,"['asparagus', 'oil', 'parmesan', 'cheese', 'clove', 'garlic', 'salt', 'pepper', 'lemon']"
94,,"1. Whisk mayonnaise, sugar, lemon juice, vinegar, pepper, and salt together in a bowl until smooth and creamy.","½ cup mayonnaise, 2 tablespoons white sugar, 1 ½ tablespoons lemon juice, 1 tablespoon vinegar, ½ teaspoon ground black pepper, ¼ teaspoon salt",Easy Coleslaw Dressing,5 mins,5.0,5 mins,https://www.allrecipes.com/recipe/240784/easy-coleslaw-dressing/,"['mayonnaise', 'sugar', 'lemon', 'vinegar', 'pepper', 'salt']",veg,"['mayonnaise', 'sugar', 'lemon', 'vinegar', 'pepper', 'salt']"
431,25 mins,"1. Warm broth in a saucepan over low heat. 2. Meanwhile, warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Add portobello and white mushrooms; cook and stir until soft, about 3 minutes. Remove mushrooms and their liquid to a bowl; set aside. 3. Add remaining 1 tablespoon olive oil to the saucepan. Stir in shallots and cook for 1 minute. Add rice; cook and stir until rice is coated with oil and pale, golden in color, about 2 minutes. 4. Pour in wine, stirring constantly until wine is fully absorbed. Add 1/2 cup warm broth to the rice, and stir until the broth is absorbed. Continue adding broth, 1/2 cup at a time, stirring constantly, until the liquid is absorbed and the rice is tender, yet firm to the bite, about 15 to 20 minutes. 5. Remove from heat. Stir in reserved mushrooms and their liquid, butter, chives, and Parmesan cheese. Season with salt and pepper and serve immediately.","6 cups chicken broth, or as needed, 3 tablespoons olive oil, divided, 1 pound portobello mushrooms, thinly sliced, 1 pound white mushrooms, thinly sliced, 2 medium shallots, diced, 1 ½ cups Arborio rice, ½ cup dry white wine, 4 tablespoons butter, 3 tablespoons finely chopped chives, ⅓ cup freshly grated Parmesan cheese, sea salt and freshly ground black pepper to taste",Gourmet Mushroom Risotto,20 mins,5.0,45 mins,https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/,"['chicken', 'oil', 'mushroom', 'mushroom', 'shallot', 'rice', 'butter', 'chive', 'parmesan', 'cheese', 'salt', 'pepper']",non-veg,"['chicken', 'oil', 'mushroom', 'mushroom', 'shallot', 'rice', 'butter', 'chive', 'parmesan', 'cheese', 'salt', 'pepper']"
510,15 mins,"1. Slice tomatoes 1/2 inch thick. Discard the ends. 2. Whisk eggs and milk together in a medium-size bowl. Scoop flour onto a plate. Mix cornmeal, bread crumbs and salt and pepper on another plate. Dip tomatoes into flour to coat. Then dip the tomatoes into milk and egg mixture. Dredge in breadcrumbs to completely coat. 3. In a large skillet, pour vegetable oil (enough so that there is 1/2 inch of oil in the pan) and heat over a medium heat. Place tomatoes into the frying pan in batches of 4 or 5, depending on the size of your skillet. Do not crowd the tomatoes, they should not touch each other. When the tomatoes are browned, flip and fry them on the other side. Drain them on paper towels.","4 large green tomatoes, 2 eggs, ½ cup milk, 1 cup all-purpose flour, ½ cup cornmeal, ½ cup bread crumbs, 2 teaspoons coarse kosher salt, ¼ teaspoon ground black pepper, 1 quart vegetable oil for frying",Best Fried Green Tomatoes,5 mins,4.5,20 mins,https://www.allrecipes.com/recipe/16760/best-fried-green-tomatoes/,"['tomato', 'egg', 'milk', 'flour', 'cornmeal', 'bread', 'salt', 'pepper', 'oil']",non-veg,"['tomato', 'egg', 'milk', 'flour', 'cornmeal', 'bread', 'salt', 'pepper', 'oil']"
309,25 mins,"1. Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish. 2. In a large bowl, mix together mashed sweet potatoes, 1/2 cup butter, milk, sugar, vanilla extract, and eggs. Spread sweet potato mixture into the prepared baking dish. In a small bowl, mix together brown sugar and flour. Cut in 1/3 cup butter until mixture is crumbly, then stir in pecans. Sprinkle pecan mixture over the sweet potatoes. 3. Bake for 25 minutes in the preheated oven, or until golden brown.","4 ½ cups cooked and mashed sweet potatoes, ½ cup butter, melted, ⅓ cup milk, 1 cup white sugar, ½ teaspoon vanilla extract, 2 eggs, beaten, 1 cup light brown sugar, ½ cup all-purpose flour, ⅓ cup butter, 1 cup chopped pecans",Sweet Potato Casserole Dessert,20 mins,5.0,45 mins,https://www.allrecipes.com/recipe/18057/sweet-potato-casserole-dessert/,"['potato', 'butter', 'milk', 'sugar', 'vanilla', 'egg', 'sugar', 'flour', 'butter', 'pecan']",non-veg,"['potato', 'butter', 'milk', 'sugar', 'vanilla', 'egg', 'sugar', 'flour', 'butter', 'pecan']"
264,8 hrs 20 mins,"1. Heat olive oil in a skillet over medium heat. Add Italian sausage and onion; cook and stir until sausage is browned, about 10 minutes. Transfer sausage and onions to a slow cooker. 2. Add ground beef to the same skillet over medium heat; season with Italian seasoning, 1 teaspoon of garlic powder, and marjoram. Cook and stir until beef is browned and crumbly, about 10 minutes. Transfer ground beef into the slow cooker. 3. Stir in tomato sauce, diced tomatoes, stewed tomatoes, tomato paste, 2 teaspoons of garlic powder, oregano, thyme, and basil. Cover and cook on Low for 8 hours. Stir in sugar 15 minutes before serving.","2 tablespoons olive oil, ¼ pound bulk Italian sausage, 2 small onions, chopped, 1 pound ground beef, 1 teaspoon dried Italian herb seasoning, 1 teaspoon garlic powder, ½ teaspoon dried marjoram, 1 (29 ounce) can tomato sauce, 1 (14.5 ounce) can Italian-style diced tomatoes, 1 (14.5 ounce) can Italian-style stewed tomatoes, 1 (6 ounce) can tomato paste, 2 teaspoons garlic powder, ½ teaspoon dried oregano, ¼ teaspoon dried thyme leaves, ¼ teaspoon dried basil, 1 tablespoon white sugar",Meat-Lover's Slow Cooker Spaghetti Sauce,20 mins,4.5,8 hrs 40 mins,https://www.allrecipes.com/recipe/213266/meat-lovers-slow-cooker-spaghetti-sauce/,"['oil', 'sausage', 'onion', 'beef', 'herb', 'garlic', 'marjoram', 'tomato', 'sauce', 'tomato', 'tomato', 'tomato', 'garlic', 'oregano', 'thyme', 'basil', 'sugar']",non-veg,"['oil', 'sausage', 'onion', 'beef', 'herb', 'garlic', 'marjoram', 'tomato', 'sauce', 'tomato', 'tomato', 'tomato', 'garlic', 'oregano', 'thyme', 'basil', 'sugar']"
257,20 mins,"1. Bring a large pot of salted water to a boil. Add potatoes and garlic, lower heat to medium, and simmer until potatoes are tender, 15 to 20 minutes. 2. When the potatoes are almost finished, heat milk and butter in a small saucepan over low heat until butter is melted. 3. Drain potatoes and return to the pot. Slowly add warm milk mixture, blending it in with a potato masher or electric mixer until potatoes are smooth and creamy. Season with salt and pepper.","2 pounds baking potatoes, peeled and quartered, 3 cloves garlic, peeled, or to taste (Optional), 1 cup milk, 2 tablespoons butter, salt and ground black pepper to taste",Basic Mashed Potatoes,15 mins,4.5,35 mins,https://www.allrecipes.com/recipe/24771/basic-mashed-potatoes/,"['potato', 'clove', 'garlic', 'milk', 'butter', 'salt', 'pepper']",veg,"['potato', 'clove', 'garlic', 'milk', 'butter', 'salt', 'pepper']"
112,20 mins,"1. Rinse the rice in a strainer or colander under cold running water until the water runs clear. 2. Combine rice and water in a saucepan over medium-high heat and bring to a boil. Reduce heat to low, cover, and cook until rice is tender and all water has been absorbed, about 20 minutes. Remove from stove and set aside until cool enough to handle. 3. Meanwhile, combine rice vinegar, oil, sugar, and salt in a small saucepan over medium heat. Cook until the sugar has dissolved. Allow to cool, then stir into the cooked rice. While mixture will appear very wet at first, keep stirring and rice will dry as it cools.","2 cups uncooked glutinous white rice (sushi rice), 3 cups water, ½ cup rice vinegar, 1 tablespoon vegetable oil, ¼ cup white sugar, 1 teaspoon salt",Perfect Sushi Rice,5 mins,4.0,25 mins,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/,"['rice', 'water', 'rice', 'vinegar', 'oil', 'sugar', 'salt']",veg,"['rice', 'water', 'rice', 'vinegar', 'oil', 'sugar', 'salt']"
368,11 mins,"1. Scrub potato and prick with a fork. Place on a microwave-safe plate. 2. Microwave on full power for 5 minutes. Turn potato over, and microwave until soft, about 5 more minutes. 3. Remove potato from the microwave, and cut in half lengthwise. Season with salt and pepper and mash up the inside a little with a fork. 4. Add butter and Cheddar cheese. Microwave until melted, about 1 more minute. 5. Top with sour cream, and serve.","1 large russet potato, salt and ground black pepper to taste, 1 tablespoon butter, 2 tablespoons shredded Cheddar cheese, 1 tablespoon sour cream",Microwave Baked Potato,1 min,4.0,12 mins,https://www.allrecipes.com/recipe/85337/microwave-baked-potato/,"['potato', 'salt', 'pepper', 'butter', 'cheddar', 'cheese', 'cream']",veg,"['potato', 'salt', 'pepper', 'butter', 'cheddar', 'cheese', 'cream']"
116,10 mins,"1. Place green beans into a large skillet and cover with water; bring to a boil. Reduce heat to medium-low and simmer until beans just start to soften, 3 to 5 minutes. Drain and return to the skillet. 2. Add butter and stir until melted, 1 to 2 minutes. 3. Add garlic; cook until tender and fragrant, 1 to 2 minutes. 4. Season with lemon-pepper seasoning and salt before serving.","1 pound fresh green beans, trimmed and snapped in half, 3 tablespoons butter, 3 cloves garlic, minced, ⅛ teaspoon lemon-pepper seasoning, or more to taste, salt to taste",Buttery Garlic Green Beans,5 mins,4.5,15 mins,https://www.allrecipes.com/recipe/230103/buttery-garlic-green-beans/,"['bean', 'butter', 'clove', 'garlic', 'salt']",veg,"['bean', 'butter', 'clove', 'garlic', 'salt']"
200,,"1. Stir mayonnaise, relish, mustard, and lemon juice together in a bowl.","1 cup mayonnaise, 2 teaspoons sweet pickle relish, 1 teaspoon prepared yellow mustard, 1 teaspoon lemon juice",Quick Tartar Sauce,5 mins,4.5,5 mins,https://www.allrecipes.com/recipe/183835/quick-tartar-sauce/,"['mayonnaise', 'pickle', 'mustard', 'lemon']",veg,"['mayonnaise', 'pickle', 'mustard', 'lemon']"
185,1 hr 5 mins,"1. Combine ground beef, onion, garlic, and green pepper in a large saucepan over medium-high heat. Cook and stir until meat is browned and crumbly and vegetables are tender, 5 to 7 minutes. Drain grease. 2. Stir diced tomatoes, tomato sauce, and tomato paste into the pan. Season with oregano, basil, salt, and pepper. Simmer spaghetti sauce for 1 hour, stirring occasionally.","1 pound ground beef, 1 medium onion, chopped, 4 cloves garlic, minced, 1 small green capsicum, diced, 1 (28 ounce) can diced tomatoes, 1 (16 ounce) can tomato sauce, 1 (6 ounce) can tomato paste, 2 teaspoons dried oregano, 2 teaspoons dried basil, 1 teaspoon salt, ½ teaspoon ground black pepper",Spaghetti Sauce with Ground Beef,10 mins,4.5,1 hr 15 mins,https://www.allrecipes.com/recipe/158140/spaghetti-sauce-with-ground-beef/,"['beef', 'onion', 'clove', 'garlic', 'capsicum', 'tomato', 'tomato', 'sauce', 'tomato', 'oregano', 'basil', 'salt', 'pepper']",non-veg,"['beef', 'onion', 'clove', 'garlic', 'pepper', 'tomato', 'tomato', 'sauce', 'tomato', 'oregano', 'basil', 'salt', 'pepper']"
123,3 mins,"1. Remove husk and silk from ear of corn. 2. Wet a paper towel, then wring it out so it's still moist. Wrap the moist towel around the ear of corn and place it on a microwave-safe plate. 3. Cook in the microwave until kernels are tender but still crisp when poked with a knife, 3 to 5 minutes. 4. Carefully remove and discard paper towel before serving.",1 ear fresh corn,Microwave Corn on the Cob,2 mins,4.5,5 mins,https://www.allrecipes.com/recipe/51025/microwave-corn-on-the-cob/,['corn'],veg,['corn']
157,5 mins,"1. Toss zucchini and salt together in a large colander and place in sink to drain for 10 minutes. 2. Transfer zucchini to the center of a piece of cheesecloth; wrap cheesecloth around zucchini and squeeze to drain as much moisture as possible. 3. Mix flour, Parmesan cheese, egg, and garlic together in a large bowl. Stir in zucchini, then season with kosher salt and pepper. 4. Heat olive oil in a large skillet over medium-high heat. 5. Working in batches, scoop tablespoonfuls of zucchini mixture into the hot skillet and fry until golden brown, about 2 minutes per side.","1 ½ pounds zucchini, grated, ¾ teaspoon salt, ¼ cup all-purpose flour, ¼ cup grated Parmesan cheese, 1 large egg, beaten, 2 cloves garlic, minced, kosher salt and ground black pepper to taste, 2 tablespoons olive oil",Easy Zucchini Fritters,20 mins,4.5,35 mins,https://www.allrecipes.com/recipe/241422/easy-zucchini-fritters/,"['zucchini', 'salt', 'flour', 'parmesan', 'cheese', 'egg', 'clove', 'garlic', 'salt', 'pepper', 'oil']",non-veg,"['zucchini', 'salt', 'flour', 'parmesan', 'cheese', 'egg', 'clove', 'garlic', 'salt', 'pepper', 'oil']"
320,,"1. Mix cucumbers, onion, and salt together in a bowl. Cover with plastic wrap and let sit for 15 to 30 minutes. 2. Turn cucumber mixture into a colander set over a bowl or in a sink. Let drain, stirring occasionally, until most of the liquid and salt has drained, 15 to 30 minutes. Transfer drained cucumber mixture to a large bowl. 3. Whisk mayonnaise, vinegar, sugar, dill, garlic powder, and pepper for dressing together in a bowl until smooth. Pour over cucumber mixture and stir until coated. 4. Cover with plastic wrap and refrigerate for 1 to 2 hours before serving.","2 large cucumbers, peeled and thinly sliced, 1 sweet onion, thinly sliced, 1 tablespoon sea salt, 1 ½ cups mayonnaise, or more to taste, 2 tablespoons vinegar, 1 tablespoon white sugar, 1 teaspoon dried dill weed, 1 teaspoon garlic powder, 1 teaspoon ground black pepper",Dad's Creamy Cucumber Salad,10 mins,4.5,2 hrs 10 mins,https://www.allrecipes.com/recipe/238423/dads-creamy-cucumber-salad/,"['cucumber', 'onion', 'salt', 'mayonnaise', 'vinegar', 'sugar', 'dill', 'garlic', 'pepper']",veg,"['cucumber', 'onion', 'salt', 'mayonnaise', 'vinegar', 'sugar', 'dill', 'garlic', 'pepper']"
104,5 mins,"1. Combine hot sauce, butter, vinegar, Worcestershire sauce, cayenne, garlic powder, and salt in a pot over medium heat. Bring to a simmer while stirring with a whisk. As soon as the liquid begins to bubble on the sides of the pot, remove from heat, stir with the whisk, and set aside for use.","⅔ cup hot pepper sauce (such as Frank's RedHot®), ½ cup cold unsalted butter, 1 ½ tablespoons white vinegar, ¼ teaspoon Worcestershire sauce, ¼ teaspoon cayenne pepper, ⅛ teaspoon garlic powder, salt to taste",Buffalo Chicken Wing Sauce,,4.5,5 mins,https://www.allrecipes.com/recipe/219109/buffalo-chicken-wing-sauce/,"['pepper', 'sauce', 'butter', 'vinegar', 'worcestershire', 'sauce', 'cayenne', 'pepper', 'garlic', 'salt']",veg,"['pepper', 'sauce', 'butter', 'vinegar', 'worcestershire', 'sauce', 'cayenne', 'pepper', 'garlic', 'salt']"
60,25 mins,"1. Place beets in a large stockpot with water to cover. Bring to a boil, and cook until tender, about 15 minutes. 2. Meanwhile, inspect 10 pint-sized jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until beets are ready. Wash new, unused lids and rings in warm soapy water. 3. Drain beets, reserving 2 cups of beet water. When beets are cool enough to handle, peel and discard skins. 4. Fill each sterilized jar with beets. Evenly divide cloves among the jars. 5. Combine sugar, 2 cups of beet water, vinegar, and pickling salt in a large saucepan; bring to a rapid boil. 6. Pour the hot brine over the beets in the jars, and seal the lids. 7. Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil over high heat, then carefully lower the jars into the pot using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 10 minutes.","10 pounds fresh small beets, stems removed, 2 cups white sugar, 1 tablespoon pickling salt, 1 quart white vinegar, ¼ cup whole cloves, or as needed",Pickled Beets,10 mins,4.5,50 mins,https://www.allrecipes.com/recipe/38109/pickled-beets/,"['beet', 'sugar', 'salt', 'vinegar', 'clove']",veg,"['beet', 'sugar', 'salt', 'vinegar', 'clove']"
224,30 mins,"1. Preheat the oven to 425 degrees F (220 degrees C). 2. Mix sweet potatoes, onion, and garlic in a bowl. Drizzle olive oil over the mixture and toss to coat; pour into a shallow roasting pan. 3. Roast sweet potato mixture in the preheated oven, turning frequently, until the vegetables are soft and golden brown, 30 to 35 minutes. 4. Remove from the oven. Drizzle balsamic vinegar over the vegetables; season with salt and pepper.","4 cups chopped peeled sweet potato, 1 sweet onion, cut into wedges, 2 cloves garlic, sliced, 3 tablespoons olive oil, 1 tablespoon balsamic vinegar, or more to taste, 1 pinch salt and ground black pepper to taste",Oven Roasted Sweet Potatoes,10 mins,4.5,40 mins,https://www.allrecipes.com/recipe/241834/oven-roasted-sweet-potatoes/,"['potato', 'onion', 'clove', 'garlic', 'oil', 'vinegar', 'salt', 'pepper']",veg,"['potato', 'onion', 'clove', 'garlic', 'oil', 'vinegar', 'salt', 'pepper']"
