calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
445,10 mins,"1. Preheat a grill on high heat. 2. Mix together ground beef, onion, cheese, onion soup mix, egg, garlic, garlic powder, soy sauce, Worcestershire sauce, parsley, basil, oregano, rosemary, salt, and pepper in a large bowl. Use your hands to form 4 patties. 3. Cook patties on the preheated grill until well-done, about 5 minutes per side.","1 ½ pounds lean ground beef, ½ onion, finely chopped, ½ cup shredded Colby Jack or Cheddar cheese, 1 (1 ounce) envelope dry onion soup mix, 1 egg, 1 clove garlic, minced, 1 tablespoon garlic powder, 1 teaspoon soy sauce, 1 teaspoon Worcestershire sauce, 1 teaspoon dried parsley, 1 teaspoon dried basil, 1 teaspoon dried oregano, ½ teaspoon crushed dried rosemary, salt and pepper to taste",Best Hamburger Ever,10 mins,4.0,20 mins,https://www.allrecipes.com/recipe/72657/best-hamburger-ever/,"['beef', 'onion', 'cheddar', 'cheese', 'onion', 'egg', 'clove', 'garlic', 'garlic', 'soy', 'sauce', 'worcestershire', 'sauce', 'parsley', 'basil', 'oregano', 'rosemary', 'salt', 'pepper']",non-veg,"['beef', 'onion', 'cheddar', 'cheese', 'onion', 'egg', 'clove', 'garlic', 'garlic', 'soy', 'sauce', 'worcestershire', 'sauce', 'parsley', 'basil', 'oregano', 'rosemary', 'salt', 'pepper']"
317,15 mins,"1. Preheat an outdoor grill for high heat and lightly oil grate. 2. Whisk together egg, salt, and pepper in a medium bowl. Add ground beef and bread crumbs and mix with your hands or a fork until well blended. Form into four 3/4-inch-thick patties. 3. Place patties on the preheated grill. Cover and cook 6 to 8 minutes per side, or to desired doneness. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).","1 large egg, ½ teaspoon salt, ½ teaspoon ground black pepper, 1 pound ground beef, ½ cup fine dry bread crumbs",The Perfect Basic Burger,5 mins,4.5,20 mins,https://www.allrecipes.com/recipe/25473/the-perfect-basic-burger/,"['egg', 'salt', 'pepper', 'beef', 'bread']",non-veg,"['egg', 'salt', 'pepper', 'beef', 'bread']"
340,20 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. 2. Stir together cheese, eggs, bacon, bread, red capsicum, green onion, milk, garlic, salt, and black pepper in a bowl until well-combined; pour into the prepared baking dish. 3. Bake in the preheated oven until eggs are set, 20 to 25 minutes.","1 cup shredded Cheddar cheese, 6 eggs, whisked, 6 slices bacon, diced, 2 slices bread, cubed, ⅓ red capsicum, diced, 2 green onions, chopped, 3 tablespoons milk, ½ teaspoon minced garlic, or to taste (Optional), salt and ground black pepper to taste",Super Easy Egg Casserole,15 mins,4.5,35 mins,https://www.allrecipes.com/recipe/241925/super-easy-egg-casserole/,"['cheddar', 'cheese', 'egg', 'bacon', 'bread', 'capsicum', 'onion', 'milk', 'garlic', 'salt', 'pepper']",non-veg,"['cheddar', 'cheese', 'egg', 'bacon', 'bread', 'pepper', 'onion', 'milk', 'garlic', 'salt', 'pepper']"
398,30 mins,"1. Preheat oven to 400 degrees F (200 degrees C). 2. Season chicken on all sides with salt and ground black pepper. 3. Heat olive oil over medium-high heat in an ovenproof skillet. Place chicken skin-side down in skillet and cook until browned, about 5 minutes. 4. Turn chicken over; stir mushrooms with a pinch of salt into skillet. Increase heat to high; cook, stirring mushrooms occasionally, until mushrooms shrink slightly, about 5 minutes. 5. Transfer skillet to the preheated oven and cook until chicken is no longer pink in the center and the juices run clear, 15 to 20 minutes. An instant-read thermometer inserted into the center should read 165 degrees F (74 degrees C). Transfer chicken breasts to a plate and loosely tent with foil; set aside. 6. Set skillet on the stovetop over medium-high heat; cook and stir mushrooms until brown bits start to form on the bottom of the pan, about 5 minutes. Pour water into the skillet, and bring to a boil while scraping the browned bits off of the bottom of the pan. Cook until water is reduced by half, about 2 minutes. Remove from heat. 7. Stir in any accumulated juices from the chicken into the skillet. Stir butter into mushroom mixture, stirring constantly until butter is completely melted and incorporated. 8. Season with salt and pepper. Spoon mushroom sauce over chicken and serve.","2 chicken breast halves, boneless, skin-on, salt and ground black pepper to taste, 2 tablespoons olive oil, 8 ounces fresh mushrooms, sliced 1/4 inch thick, 1 pinch salt, ½ cup water, 1 tablespoon butter, salt and ground black pepper to taste",Chef John's Chicken and Mushrooms,10 mins,4.5,40 mins,https://www.allrecipes.com/recipe/221887/chef-johns-chicken-and-mushrooms/,"['chicken', 'salt', 'pepper', 'oil', 'mushroom', 'salt', 'water', 'butter', 'salt', 'pepper']",non-veg,"['chicken', 'salt', 'pepper', 'oil', 'mushroom', 'salt', 'water', 'butter', 'salt', 'pepper']"
461,30 mins,"1. Cook sausage in a large skillet over medium heat until brown on all sides, 5 to 7 minutes. Remove from skillet, and slice. 2. Melt butter in the same skillet. Stir in onions and garlic, and cook 2 to 3 minutes. Mix in capsicums, season with basil and oregano, and stir in 1/4 cup wine. Continue to cook and stir until peppers and onions are tender, 5 to 7 minutes. 3. Return sausage slices to the skillet. Reduce heat to low, cover, and simmer 15 minutes, or until sausage is heated through, adding more wine if needed.","6 (4 ounce) links sweet Italian sausage, 2 tablespoons butter, 1 medium yellow onion, sliced, ½ medium red onion, sliced, 4 cloves garlic, minced, 1 large red capsicum, sliced, 1 medium green capsicum, sliced, 1 teaspoon dried basil, 1 teaspoon dried oregano, ¼ cup white wine, or more to taste","Italian Sausage, Peppers, and Onions",15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/,"['sausage', 'butter', 'onion', 'onion', 'clove', 'garlic', 'capsicum', 'capsicum', 'basil', 'oregano']",non-veg,"['sausage', 'butter', 'onion', 'onion', 'clove', 'garlic', 'pepper', 'pepper', 'basil', 'oregano']"
387,1 hr,"1. Preheat oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. 2. In a medium mixing bowl, whisk together condensed soup, mayonnaise, egg and onions. 3. Place frozen broccoli into a very large mixing bowl. (I like to use my large stainless steel bowl to mix this recipe thoroughly.) Break up the frozen broccoli. Using a rubber spatula, scrape soup-mayonnaise mixture on top of broccoli, and mix well. Sprinkle on cheese, and mix well. Spread mixture into prepared baking dish, and smooth top of casserole. Season with salt, pepper and paprika. 4. Bake for 45 minutes to 1 hour.","1 (10.75 ounce) can condensed cream of mushroom soup, 1 cup mayonnaise, 1 egg, beaten, ¼ cup onions, chopped, 3 (10 ounce) packages frozen chopped broccoli, 8 ounces shredded sharp Cheddar cheese, salt and pepper to taste, 1 dash paprika",Awesome Broccoli-Cheese Casserole,15 mins,4.5,1 hr 15 mins,https://www.allrecipes.com/recipe/13606/awesome-broccoli-cheese-casserole/,"['cream', 'mushroom', 'mayonnaise', 'egg', 'onion', 'broccoli', 'cheddar', 'cheese', 'salt', 'pepper', 'paprika']",non-veg,"['cream', 'mushroom', 'mayonnaise', 'egg', 'onion', 'broccoli', 'cheddar', 'cheese', 'salt', 'pepper', 'paprika']"
795,30 mins,"1. Preheat oven to 350 degrees F (175 degrees C). 2. Heat a large skillet to medium heat and fry bacon until crisp. Drain and pat dry with paper towels; set aside. In the same skillet, saute onion in bacon fat until tender. Add to bacon and set aside. 3. In a separate large skillet, heat oil over medium high heat and brown chicken breasts. Place browned chicken in a lightly greased 9x13 inch baking dish; pour stir-fry sauce over chicken, then spoon salad dressing onto each breast. Sprinkle with cheese, and top with the bacon mixture. 4. Bake in preheated oven for 30 minutes or until chicken is cooked through and juices run clear.","1 pound thick cut bacon, 1 onion, chopped, 1 tablespoon olive oil, 6 skinless, boneless chicken breast halves, ½ cup stir-fry sauce, 1 cup Ranch-style salad dressing, 1 cup grated Parmesan cheese",Anniversary Chicken II,15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/17559/anniversary-chicken-ii/,"['bacon', 'onion', 'oil', 'chicken', 'sauce', 'parmesan', 'cheese']",non-veg,"['bacon', 'onion', 'oil', 'chicken', 'sauce', 'parmesan', 'cheese']"
103,,"1. Pour heavy cream into a food processor or blender. Process on high until butter separates, about 10 minutes. 2. Strain off liquid, then press butter into a small bowl with the back of a spoon to further remove liquid. Season with salt.","2 cups heavy cream, ¼ teaspoon salt (Optional)",Homemade Butter,10 mins,5.0,10 mins,https://www.allrecipes.com/recipe/42264/homemade-butter/,"['cream', 'salt']",veg,"['cream', 'salt']"
53,3 mins,"1. Preheat grill for high heat. 2. Lightly coat the asparagus spears with olive oil. Season with salt and pepper to taste. 3. Grill over high heat for 2 to 3 minutes, or to desired tenderness.","1 pound fresh asparagus spears, trimmed, 1 tablespoon olive oil, salt and pepper to taste",Grilled Asparagus,15 mins,4.5,18 mins,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,"['asparagus', 'oil', 'salt', 'pepper']",veg,"['asparagus', 'oil', 'salt', 'pepper']"
532,1 hr,"1. Preheat the oven to 375 degrees F (190 degrees C). 2. Combine the olive oil, garlic, chili powder, garlic powder, salt, and pepper in a large, resealable bag; seal and shake to combine. Add the chicken wings; reseal and shake to coat. Arrange the chicken wings on a baking sheet. 3. Cook the wings in the preheated oven 1 hour, or until crisp and cooked through.","3 tablespoons olive oil, 3 cloves garlic, pressed, 2 teaspoons chili powder, 1 teaspoon garlic powder, salt and ground black pepper to taste, 10 chicken wings",Baked Chicken Wings,10 mins,4.5,1 hr 10 mins,https://www.allrecipes.com/recipe/187822/baked-chicken-wings/,"['oil', 'clove', 'garlic', 'chili', 'garlic', 'salt', 'pepper', 'chicken']",non-veg,"['oil', 'clove', 'garlic', 'chili', 'garlic', 'salt', 'pepper', 'chicken']"
192,3 hrs 15 mins,"1. In a bowl, mix the oregano, salt, and pepper. Rub the mixture into chicken. Melt the butter in a skillet over medium heat. Brown chicken in butter for 3 to 5 minutes on each side. Place chicken in a slow cooker. 2. In the same skillet, mix the water, lemon juice, garlic, and bouillon. Bring the mixture to boil. Pour over the chicken in the slow cooker. 3. Cover, and cook on High for 3 hours, or Low for 6 hours. Add the parsley to the slow cooker 15 to 30 minutes before the end of the cook time.","1 teaspoon dried oregano, ½ teaspoon salt, ¼ teaspoon ground black pepper, 2 pounds skinless, boneless chicken breast halves, 2 tablespoons butter, ¼ cup water, 3 tablespoons fresh lemon juice, 2 cloves garlic, minced, 1 teaspoon chicken bouillon granules, 1 teaspoon chopped fresh parsley",Slow Cooker Lemon Garlic Chicken,15 mins,4.0,3 hrs 30 mins,https://www.allrecipes.com/recipe/18032/slow-cooker-lemon-garlic-chicken-ii/,"['oregano', 'salt', 'pepper', 'chicken', 'butter', 'water', 'lemon', 'clove', 'garlic', 'chicken', 'bouillon', 'parsley']",non-veg,"['oregano', 'salt', 'pepper', 'chicken', 'butter', 'water', 'lemon', 'clove', 'garlic', 'chicken', 'bouillon', 'parsley']"
197,10 mins,"1. Melt butter in a medium saucepan over low heat. Add flour and whisk until smooth. Add milk a little at a time, whisking well after each addition. 2. Bring to a boil over medium-high heat and cook, stirring, until thickened. Stir in beef and cayenne; cook until warmed through.","2 tablespoons butter, 2 tablespoons all-purpose flour, 1 ½ cups warm milk, 1 (8 ounce) jar dried beef, 1 pinch cayenne pepper",Creamed Chipped Beef on Toast,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/20225/creamed-chipped-beef-on-toast/,"['butter', 'flour', 'milk', 'beef', 'cayenne', 'pepper']",non-veg,"['butter', 'flour', 'milk', 'beef', 'cayenne', 'pepper']"
243,20 hrs,"1. Pierce pork all over with a carving fork; rub in salt then liquid smoke. Transfer pork into a slow cooker. 2. Cover, and cook on Low for 16 to 20 hours, turning once during cooking time. 3. Remove pork from slow cooker; shred with two forks, adding drippings as needed to moisten.","1 (6 pound) pork butt roast, 1 ½ tablespoons Hawaiian sea salt, 1 tablespoon liquid smoke flavoring",Kalua Pig in a Slow Cooker,10 mins,4.5,20 hrs 10 mins,https://www.allrecipes.com/recipe/24035/kalua-pig-in-a-slow-cooker/,"['pork', 'roast', 'salt']",non-veg,"['pork', 'salt']"
594,35 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). 2. Heat a large skillet over medium-high heat. Cook and stir beef with garlic and onion powder until browned and crumbly, 5 to 7 minutes. Drain and discard grease. 3. Spread beef onto the bottom of a 9x13-inch casserole pan. Stir in bacon pieces. 4. Whisk eggs, heavy cream, salt, and pepper in a medium bowl until well combined. Stir in 8 ounces Cheddar cheese. 5. Pour egg mixture over the beef and bacon. Top with the remaining 4 ounces cheese. 6. Bake in the preheated oven until golden brown on top, 30 to 35 minutes.","2 pounds ground beef, 2 cloves garlic, minced, ½ teaspoon onion powder, 1 pound cooked bacon, cut into pieces, 8 eggs, 1 cup heavy whipping cream, ½ teaspoon salt, ¼ teaspoon ground black pepper, 1 (12 ounce) package shredded Cheddar cheese, divided",Low-Carb Bacon Cheeseburger Casserole,15 mins,4.5,50 mins,https://www.allrecipes.com/recipe/265835/low-carb-bacon-cheeseburger-casserole/,"['beef', 'clove', 'garlic', 'onion', 'bacon', 'egg', 'cream', 'salt', 'pepper', 'cheddar', 'cheese']",non-veg,"['beef', 'clove', 'garlic', 'onion', 'bacon', 'egg', 'cream', 'salt', 'pepper', 'cheddar', 'cheese']"
344,1 hr,"1. Pour salad dressing into a large resealable plastic bag. Add chicken breasts, seal bag, and shake to coat. Marinate in the refrigerator for at least 1 hour or overnight (the longer you marinate, the more flavor the chicken will absorb). 2. Preheat the oven to 350 degrees F (175 degrees C). 3. Remove chicken from marinade and place in a lightly greased 9x13-inch baking dish; discard remaining marinade. 4. Bake in the preheated oven, turning chicken occasionally, until cooked through and juices run clear, about 1 hour. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).","1 (16 ounce) bottle Italian-style salad dressing, 6 skinless, boneless chicken breast halves",Easy Italian Chicken,5 mins,4.5,2 hrs 5 mins,https://www.allrecipes.com/recipe/17745/easy-italian-chicken-ii/,['chicken'],non-veg,['chicken']
184,15 mins,"1. Mix ground turkey, seasoned bread crumbs, onion, egg whites, parsley, garlic, salt, and pepper together in a large bowl. 2. Form into 12 patties. 3. Cook the patties in a medium skillet over medium heat, turning once, to an internal temperature of 180 degrees F (85 degrees C).","3 pounds ground turkey, ¼ cup seasoned bread crumbs, ¼ cup finely diced onion, 2 egg whites, lightly beaten, ¼ cup chopped fresh parsley, 1 clove garlic, peeled and minced, 1 teaspoon salt, ¼ teaspoon ground black pepper",Best Turkey Burgers,15 mins,4.5,30 mins,https://www.allrecipes.com/recipe/39748/actually-delicious-turkey-burgers/,"['turkey', 'bread', 'onion', 'egg', 'parsley', 'clove', 'garlic', 'salt', 'pepper']",non-veg,"['turkey', 'bread', 'onion', 'egg', 'parsley', 'clove', 'garlic', 'salt', 'pepper']"
345,8 mins,"1. Place the steak inside of a large resealable bag. In a small bowl, stir together the olive oil, garlic, parsley, rosemary, chives, red wine, salt, pepper and mustard powder. Pour over the steak in the bag. Press out as much air as you can and seal the bag. Marinate in the refrigerator for 2 to 3 hours. 2. Heat a nonstick skillet over medium-high heat. Sear and cook the steak in the hot skillet for 3 to 4 minutes on each side for medium rare, or to your desired degree of doneness. Discard the marinade. Allow the steaks to rest for about 5 minutes before serving.","1 (2 pound) flat iron steak, 2 ½ tablespoons olive oil, 2 cloves garlic, minced, 1 teaspoon chopped fresh parsley, ¼ teaspoon chopped fresh rosemary, ½ teaspoon chopped fresh chives, ¼ cup Cabernet Sauvignon (or other dry red wine), ½ teaspoon salt, ¾ teaspoon ground black pepper, ¼ teaspoon dry mustard powder",Perfect Flat Iron Steak,7 mins,4.5,2 hrs 15 mins,https://www.allrecipes.com/recipe/150685/perfect-flat-iron-steak/,"['oil', 'clove', 'garlic', 'parsley', 'rosemary', 'chive', 'salt', 'pepper', 'mustard']",veg,"['oil', 'clove', 'garlic', 'parsley', 'rosemary', 'chive', 'salt', 'pepper', 'mustard']"
481,20 mins,"1. Preheat oven to 450 degrees F (230 degrees C). Move oven rack to the center position. 2. In a large bowl, combine bread crumbs, garlic, rosemary, 1 teaspoon salt and 1/4 teaspoon pepper. Toss in 2 tablespoons olive oil to moisten mixture. Set aside. 3. Season the rack all over with salt and pepper. Heat 2 tablespoons olive oil in a large heavy oven proof skillet over high heat. Sear rack of lamb for 1 to 2 minutes on all sides. Set aside for a few minutes. Brush rack of lamb with the mustard. Roll in the bread crumb mixture until evenly coated. Cover the ends of the bones with foil to prevent charring. 4. Arrange the rack bone side down in the skillet. Roast the lamb in preheated oven for 12 to 18 minutes, depending on the degree of doneness you want. With a meat thermometer, take a reading in the center of the meat after 10 to 12 minutes and remove the meat, or let it cook longer, to your taste. Let it rest for 5 to 7 minutes, loosely covered, before carving between the ribs.","½ cup fresh bread crumbs, 2 tablespoons minced garlic, 2 tablespoons chopped fresh rosemary, 1 teaspoon salt, ¼ teaspoon black pepper, 2 tablespoons olive oil, 1 (7 bone) rack of lamb, trimmed and frenched, 1 teaspoon salt, 1 teaspoon black pepper, 2 tablespoons olive oil, 1 tablespoon Dijon mustard",Roasted Rack of Lamb,20 mins,5.0,40 mins,https://www.allrecipes.com/recipe/45641/roasted-rack-of-lamb/,"['bread', 'garlic', 'rosemary', 'salt', 'pepper', 'oil', 'lamb', 'salt', 'pepper', 'oil', 'mustard']",veg,"['bread', 'garlic', 'rosemary', 'salt', 'pepper', 'oil', 'lamb', 'salt', 'pepper', 'oil', 'mustard']"
135,10 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). Spray a baking sheet with cooking spray. 2. Heat a cast-iron skillet over high heat until it is smoking hot, about 5 minutes. 3. While the skillet is heating, mix together paprika, cayenne, cumin, thyme, onion powder, white pepper, and salt in a small bowl. Spray chicken breasts on both sides with cooking spray, then coat evenly with spice mixture. 4. Place chicken in the hot pan and cook for 1 minute. Turn, and cook 1 minute on other side. Transfer chicken to the prepared baking sheet. 5. Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, about 5 minutes.","½ teaspoon paprika, ¼ teaspoon cayenne pepper, ¼ teaspoon ground cumin, ¼ teaspoon dried thyme, ⅛ teaspoon onion powder, ⅛ teaspoon ground white pepper, ⅛ teaspoon salt, 2 skinless, boneless chicken breast halves, cooking spray",Blackened Chicken,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/8571/blackened-chicken/,"['paprika', 'cayenne', 'pepper', 'cumin', 'thyme', 'onion', 'pepper', 'salt', 'chicken']",non-veg,"['paprika', 'cayenne', 'pepper', 'cumin', 'thyme', 'onion', 'pepper', 'salt', 'chicken']"
