calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
329.0,,"1. In a large mixing bowl, beat pudding mix and milk 2 minutes. Blend in condensed milk until smooth. Stir in vanilla and fold in whipped topping. Layer wafers, bananas and pudding mixture in a glass serving bowl. Chill until serving.","1 (5 ounce) package instant vanilla pudding mix, 2 cups cold milk, 1 (14 ounce) can sweetened condensed milk, 1 tablespoon vanilla extract, 1 (12 ounce) container frozen whipped topping, thawed, 1 (16 ounce) package vanilla wafers, 14 bananas, sliced",The Best Banana Pudding,25 mins,4.5,25 mins,https://www.allrecipes.com/recipe/22749/the-best-banana-pudding/,"['vanilla', 'milk', 'milk', 'vanilla', 'vanilla', 'wafer', 'banana']",veg,"['vanilla', 'milk', 'milk', 'vanilla', 'vanilla', 'wafer', 'banana']"
238.0,30 mins,"1. Preheat oven to 350 degrees F (175 degrees C). 2. Arrange sliced peaches evenly in an 8x8-inch baking dish. 3. Mix flour, brown sugar, butter, cinnamon, and salt in a bowl using a pastry cutter until crumbly. Fold oats into flour mixture; sprinkle mixture evenly over peaches, pressing down lightly. 4. Bake in the preheated oven until crispy and golden brown on top, about 30 minutes.","4 cups sliced fresh peaches, ½ cup all-purpose flour, ½ cup brown sugar, ½ cup cold butter, 1 teaspoon ground cinnamon, ¼ teaspoon salt, 1 cup rolled oats",Mom's Peach Crisp,15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/231532/moms-peach-crisp/,"['peach', 'flour', 'sugar', 'butter', 'cinnamon', 'salt', 'oat']",veg,"['peach', 'flour', 'sugar', 'butter', 'cinnamon', 'salt', 'oat']"
603.0,2 mins,"1. Mix flour, sugar, cocoa powder, baking soda, and salt in a large microwave-safe mug; stir in milk, canola oil, water, and vanilla extract. 2. Cook in microwave until cake is done in the middle, about 1 minute 45 seconds.","¼ cup all-purpose flour, ¼ cup white sugar, 2 tablespoons unsweetened cocoa powder, ⅛ teaspoon baking soda, ⅛ teaspoon salt, 3 tablespoons milk, 2 tablespoons canola oil, 1 tablespoon water, ¼ teaspoon vanilla extract",Microwave Chocolate Mug Cake,5 mins,4.5,7 mins,https://www.allrecipes.com/recipe/241038/microwave-chocolate-mug-cake/,"['flour', 'sugar', 'cocoa', 'soda', 'salt', 'milk', 'oil', 'water', 'vanilla']",veg,"['flour', 'sugar', 'cocoa', 'soda', 'salt', 'milk', 'oil', 'water', 'vanilla']"
348.0,,1. Combine brown sugar and butter in a large bowl; beat with an electric mixer until creamy. Beat in vanilla extract and salt. Add flour; mix until a crumbly dough forms. Mix in milk. Fold in milk chocolate chips and mini chocolate chips.,"¾ cup packed brown sugar, ½ cup butter, 1 teaspoon vanilla extract, ½ teaspoon salt, 1 cup all-purpose flour, 2 tablespoons milk, ½ cup milk chocolate chips, ½ cup mini chocolate chips",Edible Cookie Dough,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/255365/edible-cookie-dough/,"['sugar', 'butter', 'vanilla', 'salt', 'flour', 'milk', 'milk', 'chocolate', 'chip', 'chocolate', 'chip']",veg,"['sugar', 'butter', 'vanilla', 'salt', 'flour', 'milk', 'milk', 'chocolate', 'chip', 'chocolate', 'chip']"
298.0,10 mins,"1. Preheat oven to 350 degrees F (175 degrees C). 2. Cream together the butter, white sugar, and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Dissolve baking soda in hot water. Add to batter along with salt. Stir in flour, chocolate chips, and nuts. Drop by large spoonfuls onto ungreased pans. 3. Bake for about 10 minutes in the preheated oven, or until edges are nicely browned.","1 cup butter, softened, 1 cup white sugar, 1 cup packed brown sugar, 2 eggs, 2 teaspoons vanilla extract, 1 teaspoon baking soda, 2 teaspoons hot water, ½ teaspoon salt, 3 cups all-purpose flour, 2 cups semisweet chocolate chips, 1 cup chopped walnuts",Best Chocolate Chip Cookies,20 mins,4.5,1 hr,https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'soda', 'water', 'salt', 'flour', 'chocolate', 'chip', 'walnut']",non-veg,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'soda', 'water', 'salt', 'flour', 'chocolate', 'chip', 'walnut']"
183.0,30 mins,"1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch square pan. 2. In a large saucepan, melt 1/2 cup butter. Remove from heat, and stir in sugar, eggs, and 1 teaspoon vanilla. Beat in 1/3 cup cocoa, 1/2 cup flour, salt, and baking powder. Spread batter into prepared pan. 3. Bake in preheated oven for 25 to 30 minutes. Do not overcook. 4. Remove brownies from the oven, and make frosting. Combine 3 tablespoons softened butter, 3 tablespoons cocoa, honey, 1 teaspoon vanilla extract, and 1 cup confectioners' sugar. Stir until smooth. 5. Frost brownies while they are still warm.","½ cup butter, 1 cup white sugar, 2 eggs, 1 teaspoon vanilla extract, ⅓ cup unsweetened cocoa powder, ½ cup all-purpose flour, ¼ teaspoon salt, ¼ teaspoon baking powder, 3 tablespoons butter, softened, 3 tablespoons unsweetened cocoa powder, 1 tablespoon honey, 1 teaspoon vanilla extract, 1 cup confectioners' sugar",Best Brownies,15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/10549/best-brownies/,"['butter', 'sugar', 'egg', 'vanilla', 'cocoa', 'flour', 'salt', 'butter', 'cocoa', 'honey', 'vanilla', 'sugar']",non-veg,"['butter', 'sugar', 'egg', 'vanilla', 'cocoa', 'flour', 'salt', 'butter', 'cocoa', 'honey', 'vanilla', 'sugar']"
252.0,10 mins,"1. Cream butter, peanut butter, and sugars together in a bowl; beat in eggs. 2. In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour. 3. Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown.","1 cup unsalted butter, 1 cup crunchy peanut butter, 1 cup white sugar, 1 cup packed brown sugar, 2 large eggs eggs, 2 ½ cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon salt, 1 ½ teaspoons baking soda",Classic Peanut Butter Cookies,15 mins,4.5,1 hr 25 mins,https://www.allrecipes.com/recipe/10275/classic-peanut-butter-cookies/,"['butter', 'peanut', 'butter', 'sugar', 'sugar', 'egg', 'egg', 'flour', 'salt', 'soda']",non-veg,"['butter', 'peanut', 'butter', 'sugar', 'sugar', 'egg', 'egg', 'flour', 'salt', 'soda']"
229.0,20 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch pan. 2. Combine the melted butter, sugar, cocoa powder, vanilla, eggs, flour, baking powder, and salt. Spread the batter into the prepared pan. Decorate with walnut halves, if desired. 3. Bake in preheated oven for 20 to 30 minutes or until a toothpick inserted in the center comes out with crumbs, not wet. Cool on wire rack.","1 cup butter, melted, 2 cups white sugar, ½ cup cocoa powder, 1 teaspoon vanilla extract, 4 eggs, 1 ½ cups all-purpose flour, ½ teaspoon baking powder, ½ teaspoon salt, ½ cup walnut halves",Quick and Easy Brownies,15 mins,4.5,35 mins,https://www.allrecipes.com/recipe/9599/quick-and-easy-brownies/,"['butter', 'sugar', 'cocoa', 'vanilla', 'egg', 'flour', 'salt', 'walnut']",non-veg,"['butter', 'sugar', 'cocoa', 'vanilla', 'egg', 'flour', 'salt', 'walnut']"
394.0,,"1. Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. 2. Combine the peanut butter, white sugar and egg. Mix until smooth. 3. Drop spoonfuls of dough onto the prepared baking sheet. Bake at 350 degrees F (175 degrees C) for 6 to 8 minutes. Do not overbake! These cookies are best when they are still soft and just barely brown on the bottoms.","1 cup peanut butter, 1 cup white sugar, 1 egg",Three Ingredient Peanut Butter Cookies,,4.5,,https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/,"['peanut', 'butter', 'sugar', 'egg']",non-veg,"['peanut', 'butter', 'sugar', 'egg']"
209.0,30 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9-inch square cake pan. 2. Cream sugar and butter together in a mixing bowl. Add eggs, one at a time, beating briefly after each addition. Mix in vanilla. 3. Combine flour and baking powder in a separate bowl. Add to the wet ingredients and mix well. Add milk and stir until smooth. Pour batter into the prepared cake pan. 4. Bake in the preheated oven until the top springs back when lightly touched, 30 to 40 minutes. 5. Remove from the oven and cool completely.","1 cup white sugar, ½ cup unsalted butter, 2 large eggs, 2 teaspoons vanilla extract, 1 ½ cups all-purpose flour, 1 ¾ teaspoons baking powder, ½ cup milk",Simple White Cake,10 mins,4.0,40 mins,https://www.allrecipes.com/recipe/17481/simple-white-cake/,"['sugar', 'butter', 'egg', 'vanilla', 'flour', 'milk']",non-veg,"['sugar', 'butter', 'egg', 'vanilla', 'flour', 'milk']"
280.0,30 mins,"1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13-inch baking pan. 2. Sift flour and baking powder together and set aside. 3. Cream butter or margarine and the 1 cup sugar together until fluffy. Add eggs and the 1/2 teaspoon vanilla extract; beat well. 4. Add the flour mixture to the butter mixture 2 tablespoons at a time; mix until well blended. Pour batter into prepared pan. 5. Bake at 350 degrees F (175 degrees C) for 30 minutes. Pierce cake several times with a fork. 6. Combine the whole milk, condensed milk, and evaporated milk together. Pour over the top of the cooled cake. 7. Whip whipping cream, the remaining 1 cup of the sugar, and the remaining 1 teaspoon vanilla together until thick. Spread over the top of cake. Be sure and keep cake refrigerated, enjoy!","1 ½ cups all-purpose flour, 1 teaspoon baking powder, ½ cup unsalted butter, 1 cup white sugar, 5 eggs, ½ teaspoon vanilla extract, 2 cups whole milk, 1 (14 ounce) can sweetened condensed milk, 1 (12 fluid ounce) can evaporated milk, 1 ½ cups heavy whipping cream, 1 cup white sugar, 1 teaspoon vanilla extract",Tres Leches (Milk Cake),15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/7399/tres-leches-milk-cake/,"['flour', 'butter', 'sugar', 'egg', 'vanilla', 'milk', 'milk', 'milk', 'cream', 'sugar', 'vanilla']",non-veg,"['flour', 'butter', 'sugar', 'egg', 'vanilla', 'milk', 'milk', 'milk', 'cream', 'sugar', 'vanilla']"
292.0,,1. Beat softened butter and cream cheese until well blended. 2. Add powdered sugar and vanilla. Beat until creamy.,"½ cup butter, softened, 8 ounces cream cheese, 4 cups confectioners' sugar, 2 teaspoons vanilla extract",Basic Cream Cheese Frosting,,4.5,,https://www.allrecipes.com/recipe/8379/basic-cream-cheese-frosting/,"['butter', 'cream', 'cheese', 'sugar', 'vanilla']",veg,"['butter', 'cream', 'cheese', 'sugar', 'vanilla']"
428.0,40 mins,"1. Preheat the oven to 450 degrees F (220 degrees C). 2. Line the bottom and sides of a 9-inch pie plate with one pie crust. Lightly brush crust with egg to prevent dough from becoming soggy later. Set second crust aside. 3. Place peaches in a large bowl, sprinkle with lemon juice, and mix gently. Mix together sugar, flour, cinnamon, nutmeg, and salt in a separate bowl. Pour over peaches and mix until combined. Pour into pie crust and dot with butter. 4. Cover filling with remaining pie crust. Flute the edges to seal or use a fork dipped in egg to press them down. Brush remaining egg on top, then cut several slits in the top crust to allow steam to escape. 5. Bake pie in the preheated oven for 10 minutes. Reduce the heat to 350 degrees F (175 degrees C) and bake until crust is brown and juice begins to bubble through the vents, 30 to 35 more minutes. If the edges brown too fast, cover them with strips of aluminum foil about halfway through baking. 6. Cool pie for 15 minutes before slicing.","1 (14.1 ounce) package pastry for a double-crust 9-inch pie, 1 egg, beaten, 5 cups sliced peeled peaches, 2 tablespoons lemon juice, 1 cup white sugar, ½ cup all-purpose flour, ½ teaspoon ground cinnamon, ¼ teaspoon ground nutmeg, ¼ teaspoon salt, 2 tablespoons butter",Peach Pie the Old Fashioned Two Crust Way,30 mins,4.5,1 hr 25 mins,https://www.allrecipes.com/recipe/87979/peach-pie-the-old-fashioned-two-crust-way/,"['egg', 'peach', 'lemon', 'sugar', 'flour', 'cinnamon', 'nutmeg', 'salt', 'butter']",non-veg,"['egg', 'peach', 'lemon', 'sugar', 'flour', 'cinnamon', 'nutmeg', 'salt', 'butter']"
157.0,30 mins,"1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour two nine inch round pans. 2. In a large bowl, stir together the sugar, flour, cocoa, baking powder, baking soda and salt. Add the eggs, milk, oil and vanilla, mix for 2 minutes on medium speed of mixer. Stir in the boiling water last. Batter will be thin. Pour evenly into the prepared pans. 3. Bake 30 to 35 minutes in the preheated oven, until the cake tests done with a toothpick. Cool in the pans for 10 minutes, then remove to a wire rack to cool completely.","2 cups white sugar, 1 ¾ cups all-purpose flour, ¾ cup unsweetened cocoa powder, 1 ½ teaspoons baking powder, 1 ½ teaspoons baking soda, 1 teaspoon salt, 2 eggs, 1 cup milk, ½ cup vegetable oil, 2 teaspoons vanilla extract, 1 cup boiling water",One Bowl Chocolate Cake,20 mins,4.5,1 hr,https://www.allrecipes.com/recipe/17981/one-bowl-chocolate-cake-iii/,"['sugar', 'flour', 'cocoa', 'soda', 'salt', 'egg', 'milk', 'oil', 'vanilla', 'water']",non-veg,"['sugar', 'flour', 'cocoa', 'soda', 'salt', 'egg', 'milk', 'oil', 'vanilla', 'water']"
126.0,40 mins,"1. Preheat oven to 350 degrees F (175 degrees C). 2. In a medium bowl, blend together softened butter, 2 cups flour and 1/2 cup sugar. Press into the bottom of an ungreased 9x13 inch pan. 3. Bake for 15 to 20 minutes in the preheated oven, or until firm and golden. In another bowl, whisk together the remaining 1 1/2 cups sugar and 1/4 cup flour. Whisk in the eggs and lemon juice. Pour over the baked crust. 4. Bake for an additional 20 minutes in the preheated oven. The bars will firm up as they cool. For a festive tray, make another pan using limes instead of lemons and adding a drop of green food coloring to give a very pale green. After both pans have cooled, cut into uniform 2 inch squares and arrange in a checker board fashion.","1 cup butter, softened, ½ cup white sugar, 2 cups all-purpose flour, 4 eggs, 1 ½ cups white sugar, ¼ cup all-purpose flour, 2 lemons, juiced",The Best Lemon Bars,15 mins,4.5,55 mins,https://www.allrecipes.com/recipe/10294/the-best-lemon-bars/,"['butter', 'sugar', 'flour', 'egg', 'sugar', 'flour', 'lemon']",non-veg,"['butter', 'sugar', 'flour', 'egg', 'sugar', 'flour', 'lemon']"
